"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"53",10696.44,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,478,-1,-18,-6,-18,-13,"Down"
"54",10680.44,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,478,-1,-18,-6,-18,"Down"
"55",10671.44,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,478,-1,-18,-6,"Down"
"56",10650.44,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,478,-1,-18,"Down"
"57",10641.44,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,478,-1,"Down"
"58",10626.44,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,478,"Down"
"59",10618.44,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,-16,"Down"
"60",10597.44,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,-16,"Down"
"61",10578.44,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,-9,"Down"
"62",10566.44,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,-12,"Down"
"63",10555.44,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,-17,"Down"
"64",10548.44,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,-27,"Down"
"65",10818.50396,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,-14,"Up"
"66",10787.50396,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,-21,"Down"
"67",10772.50396,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,-15,"Down"
"68",10750.50396,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,-10,"Down"
"69",10729.50396,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,-5,"Down"
"70",10712.50396,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,-11,"Down"
"71",10698.50396,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,-10,"Down"
"72",10688.50396,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,-11,"Down"
"73",10680.50396,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,-16,"Down"
"74",10658.50396,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,-9,"Down"
"75",10639.50396,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,-21,"Down"
"76",10628.50396,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,-9,"Down"
"77",10611.50396,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,-15,"Down"
"78",10596.50396,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,-8,"Down"
"79",10575.50396,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,-21,"Down"
"80",10562.50396,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,-19,"Down"
"81",10534.50396,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,-12,"Down"
"82",10519.50396,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,-11,"Down"
"83",10516.50396,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,-7,"Down"
"84",10508.50396,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,270.0639591,"Down"
"85",10493.50396,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,-31,"Down"
"86",10480.50396,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,-15,"Down"
"87",10473.50396,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,-22,"Down"
"88",10468.50396,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,-21,"Down"
"89",10456.50396,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,-17,"Down"
"90",10449.50396,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,-14,"Down"
"91",10434.50396,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,-10,"Down"
"92",10428.50396,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,-8,"Down"
"93",10416.50396,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,-22,"Down"
"94",10392.50396,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,-19,"Down"
"95",10380.50396,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,-11,"Down"
"96",10667.16539,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,-17,"Up"
"97",10653.16539,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,-15,"Down"
"98",10644.16539,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,-21,"Down"
"99",10640.16539,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,-13,"Down"
"100",11006.0473,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,-28,"Up"
"101",10990.0473,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,-15,"Down"
"102",10981.0473,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,-3,"Down"
"103",10960.0473,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,-8,"Down"
"104",10940.0473,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,-15,"Down"
"105",10932.0473,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,-13,"Down"
"106",10926.0473,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,-7,"Down"
"107",10912.0473,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,-5,"Down"
"108",11244.0473,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,-12,"Up"
"109",11228.0473,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,-7,"Down"
"110",11220.0473,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,-15,"Down"
"111",11209.0473,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,-6,"Down"
"112",11203.0473,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,-12,"Down"
"113",11187.0473,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,-24,"Down"
"114",11174.0473,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,-12,"Down"
"115",11141.0473,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,286.661431,"Down"
"116",11126.0473,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,-14,"Down"
"117",11108.0473,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,-9,"Down"
"118",11086.0473,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,-4,"Down"
"119",11069.0473,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,365.8819089,"Down"
"120",11064.0473,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,-16,"Down"
"121",11042.0473,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,-9,"Down"
"122",11030.0473,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,-21,"Down"
"123",11016.0473,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,-20,"Down"
"124",11011.0473,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,-8,"Down"
"125",11001.0473,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,-6,"Down"
"126",10974.0473,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,-14,"Down"
"127",10946.0473,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,332,"Down"
"128",10924.0473,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,-16,"Down"
"129",11357.0473,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,-8,"Up"
"130",11335.0473,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,-11,"Down"
"131",11327.0473,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,-6,"Down"
"132",11321.0473,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,-16,"Down"
"133",11313.0473,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,-13,"Down"
"134",11299.0473,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,-33,"Down"
"135",11288.0473,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,-15,"Down"
"136",11282.0473,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,-18,"Down"
"137",11280.0473,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,-22,"Down"
"138",11272.0473,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,-17,"Down"
"139",11251.0473,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,-5,"Down"
"140",11238.0473,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,-22,"Down"
"141",11228.0473,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,-12,"Down"
"142",11210.0473,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,-14,"Down"
"143",11200.0473,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,-5,"Down"
"144",11196.0473,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,-10,"Down"
"145",11189.0473,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,-27,"Down"
"146",11179.0473,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,-28,"Down"
"147",11172.0473,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,-22,"Down"
"148",11163.0473,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,433,"Down"
"149",11160.0473,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,-22,"Down"
"150",11137.0473,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,-8,"Down"
"151",11120.0473,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,-6,"Down"
"152",11104.0473,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,-8,"Down"
"153",11097.0473,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,-14,"Down"
"154",11087.0473,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,-11,"Down"
"155",11069.0473,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,-6,"Down"
"156",11052.0473,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,-2,"Down"
"157",11043.0473,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,-8,"Down"
"158",11023.0473,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,-21,"Down"
"159",11013.0473,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,-13,"Down"
"160",10983.0473,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,-10,"Down"
"161",10974.0473,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,-18,"Down"
"162",10958.0473,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,-10,"Down"
"163",10958.0473,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,-4,"Up"
"164",10942.0473,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,-7,"Down"
"165",10914.0473,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,-10,"Down"
"166",11150.91096,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,-7,"Up"
"167",11128.91096,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,-9,"Down"
"168",11119.91096,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,-3,"Down"
"169",11112.91096,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,-23,"Down"
"170",11092.91096,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,-17,"Down"
"171",11079.91096,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,-16,"Down"
"172",11056.91096,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,-7,"Down"
"173",11038.91096,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,-10,"Down"
"174",11022.91096,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,-18,"Down"
"175",10995.91096,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,-17,"Down"
"176",10985.91096,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,-9,"Down"
"177",11239.91096,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,-20,"Up"
"178",11488.64605,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,-10,"Up"
"179",11470.64605,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,-30,"Down"
"180",11458.64605,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,-9,"Down"
"181",11446.64605,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,-16,"Down"
"182",11432.64605,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,0,"Down"
"183",11418.64605,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,-16,"Down"
"184",11399.64605,-19,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,-28,"Down"
"185",11389.64605,-10,-19,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,236.8636568,"Down"
"186",11387.64605,-2,-10,-19,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,-22,"Down"
"187",11365.64605,-22,-2,-10,-19,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,-9,"Down"
"188",11346.64605,-19,-22,-2,-10,-19,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,-7,"Down"
"189",11340.64605,-6,-19,-22,-2,-10,-19,-14,-14,-12,-12,-18,248.7350973,254,-10,-27,-16,-18,-23,-13,-20,"Down"
