"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"23",10205.51352,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,-22,124,-38,-19,39,-33,"Down"
"24",10182.51352,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,-22,124,-38,-19,39,"Down"
"25",10166.51352,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,-22,124,-38,-19,"Down"
"26",10149.51352,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,-22,124,-38,"Down"
"27",10127.51352,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,-22,124,"Down"
"28",10109.51352,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,-22,"Down"
"29",10154.39631,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,-16,"Up"
"30",10195.39631,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,-33,"Up"
"31",10243.62827,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,79.5435618,"Up"
"32",10384.48914,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,-22,"Up"
"33",10370.48914,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,-23,"Down"
"34",10315.48914,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,-15,"Down"
"35",10291.48914,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,-19,"Down"
"36",10272.48914,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,38.29605406,"Down"
"37",10251.48914,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,-19,"Down"
"38",10340.51065,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,46,"Up"
"39",10314.51065,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,63.16141861,"Down"
"40",10299.51065,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,90,"Down"
"41",10401.49759,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,79.51248938,"Up"
"42",10456.52968,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,-40,"Up"
"43",10429.52968,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,-23,"Down"
"44",10411.52968,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,-16,"Down"
"45",10496.72635,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,-17,"Up"
"46",10520.70791,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,-22,"Up"
"47",10486.70791,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,-18,"Down"
"48",10438.70791,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,44.8827897,"Down"
"49",10469.70791,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,41,"Up"
"50",10451.70791,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,48.23195331,"Down"
"51",10426.70791,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,140.8608738,"Down"
"52",10402.70791,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,-14,"Down"
"53",10358.70791,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,-55,"Down"
"54",10316.70791,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,-24,"Down"
"55",10282.70791,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,-19,"Down"
"56",10298.78878,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,-21,"Up"
"57",10271.78878,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,89.02151377,"Down"
"58",10252.78878,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,-26,"Down"
"59",10231.78878,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,-15,"Down"
"60",10182.78878,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,101.9869334,"Down"
"61",10148.78878,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,55.03209679,"Down"
"62",10130.78878,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,-27,"Down"
"63",10116.78878,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,-18,"Down"
"64",10102.78878,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,85.19666759,"Down"
"65",10085.78878,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,23.98155523,"Down"
"66",10046.78878,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,-34,"Down"
"67",10025.78878,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,-48,"Down"
"68",9993.788777,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,31,"Down"
"69",9961.788777,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,-18,"Down"
"70",9929.788777,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,-25,"Down"
"71",9890.788777,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,-24,"Down"
"72",9876.788777,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,-44,"Down"
"73",9851.788777,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,-42,"Down"
"74",9832.788777,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,-34,"Down"
"75",9805.788777,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,16.08086976,"Down"
"76",9852.846615,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,-27,"Up"
"77",9823.846615,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,-19,"Down"
"78",9902.92271,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,-21,"Up"
"79",9868.92271,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,-49,"Down"
"80",9833.92271,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,-34,"Down"
"81",9776.92271,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,-18,"Down"
"82",9763.92271,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,-14,"Down"
"83",9838.092669,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,-14,"Up"
"84",9818.092669,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,-17,"Down"
"85",9795.092669,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,-39,"Down"
"86",9781.092669,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,-21,"Down"
"87",9759.092669,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,-32,"Down"
"88",9743.092669,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,-32,"Down"
"89",9721.092669,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,-32,"Down"
"90",9710.092669,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,-39,"Down"
"91",9667.092669,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,-14,"Down"
"92",9646.092669,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,-25,"Down"
"93",9608.092669,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,-19,"Down"
"94",9564.092669,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,-27,"Down"
"95",9603.093088,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,47.05783731,"Up"
"96",9726.950526,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,-29,"Up"
"97",9690.950526,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,79.07609567,"Down"
"98",9668.950526,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,-34,"Down"
"99",9648.950526,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,-35,"Down"
"100",9625.950526,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,-57,"Down"
"101",9599.950526,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,-13,"Down"
"102",9688.924932,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,74.16995832,"Up"
"103",9643.924932,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,-20,"Down"
"104",9685.87434,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,-23,"Up"
"105",9880.497884,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,-14,"Up"
"106",9861.497884,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,-22,"Down"
"107",9834.497884,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,-16,"Down"
"108",9796.497884,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,-22,"Down"
"109",9774.497884,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,-11,"Down"
"110",9811.421405,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,-43,"Up"
"111",9780.421405,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,-21,"Down"
"112",9757.421405,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,-38,"Down"
"113",9879.468235,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,-44,"Up"
"114",10271.23333,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,39.00041909,"Up"
"115",10223.23333,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,123.8574385,"Down"
"116",10327.61758,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,-36,"Up"
"117",10294.61758,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,-22,"Down"
"118",10255.61758,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,-20,"Down"
"119",10231.61758,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,-23,"Down"
"120",10213.61758,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,-26,"Down"
"121",10188.61758,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,88.97440592,"Down"
"122",10249.61758,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,-45,"Up"
"123",10230.61758,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,41.94940762,"Down"
"124",10293.61758,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,194.6235448,"Up"
"125",10270.61758,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,-19,"Down"
"126",10245.61758,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,-27,"Down"
"127",10194.61758,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,-38,"Down"
"128",10240.61758,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,-22,"Up"
"129",10267.09187,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,36.92352063,"Up"
"130",10247.09187,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,-31,"Down"
"131",10228.09187,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,-23,"Down"
"132",10286.09187,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,122.0468301,"Up"
"133",10262.09187,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,391.7650938,"Down"
"134",10242.09187,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,-48,"Down"
"135",10215.09187,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,104.3842498,"Down"
"136",10202.09187,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,-33,"Down"
"137",10189.09187,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,-39,"Down"
"138",10170.09187,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,-24,"Down"
"139",10125.09187,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,-18,"Down"
"140",10103.09187,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,-25,"Down"
"141",10071.09187,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,61,"Down"
"142",10121.28462,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,-19,"Up"
"143",10097.28462,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,63,"Down"
"144",10086.28462,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,-23,"Down"
"145",10069.28462,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,-25,"Down"
"146",10044.28462,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,-51,"Down"
"147",10024.28462,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,46,"Down"
"148",9995.284619,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,26.4742939,"Down"
"149",9973.284619,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,-20,"Down"
"150",10112.66064,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,-19,"Up"
"151",10079.66064,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,58,"Down"
"152",10052.66064,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,-24,"Down"
"153",10026.66064,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,-20,"Down"
"154",10005.66064,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,-27,"Down"
"155",10102.66064,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,-13,"Up"
"156",10080.66064,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,-13,"Down"
"157",10056.66064,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,-19,"Down"
"158",10026.66064,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,-45,"Down"
"159",10013.66064,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,-22,"Down"
"160",10082.94618,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,-32,"Up"
"161",10170.94618,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,50.19274605,"Up"
"162",10239.8272,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,-24,"Up"
"163",10239.8272,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,-11,"Up"
"164",10215.8272,-24,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,-17,"Down"
"165",10193.8272,-22,-24,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,-25,"Down"
"166",10256.54763,62.7204244,-22,-24,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,-20,"Up"
"167",10225.54763,-31,62.7204244,-22,-24,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,-29,"Down"
"168",10205.54763,-20,-31,62.7204244,-22,-24,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,-22,"Down"
"169",10282.19574,76.64811799,-20,-31,62.7204244,-22,-24,0,68.88102251,88,69.28553594,-13,-30,-24,-22,97,-21,-26,-27,-33,139.3760245,"Up"
