"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"69",9784.032064,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,-26,-21,-22,-30,-27,-13,"Down"
"70",9764.032064,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,-26,-21,-22,-30,-27,"Down"
"71",9735.032064,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,-26,-21,-22,-30,"Down"
"72",9724.032064,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,-26,-21,-22,"Down"
"73",9702.032064,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,-26,-21,"Down"
"74",9680.032064,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,-26,"Down"
"75",9660.032064,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,-35,"Down"
"76",9639.032064,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,-22,"Down"
"77",9618.032064,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,-15,"Down"
"78",9594.032064,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,-22,"Down"
"79",9561.032064,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,153,"Down"
"80",9527.032064,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,-30,"Down"
"81",9479.032064,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,119,"Down"
"82",9460.032064,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,-28,"Down"
"83",9447.032064,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,-13,"Down"
"84",9434.032064,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,-25,"Down"
"85",9419.032064,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,-40,"Down"
"86",9404.032064,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,-21,"Down"
"87",9393.032064,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,-25,"Down"
"88",9377.032064,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,-39,"Down"
"89",9360.032064,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,-20,"Down"
"90",9341.032064,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,-29,"Down"
"91",9312.032064,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,-11,"Down"
"92",9293.032064,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,-22,"Down"
"93",9267.032064,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,-22,"Down"
"94",9366.032064,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,-20,"Up"
"95",9341.032064,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,-21,"Down"
"96",9309.032064,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,-21,"Down"
"97",9267.032064,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,-24,"Down"
"98",9262.032064,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,-33,"Down"
"99",9417.727501,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,-34,"Up"
"100",9396.727501,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,-48,"Down"
"101",9373.727501,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,-19,"Down"
"102",9354.727501,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,-13,"Down"
"103",9323.727501,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,-13,"Down"
"104",9297.727501,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,-15,"Down"
"105",9275.727501,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,-15,"Down"
"106",9253.727501,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,-11,"Down"
"107",9233.727501,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,-16,"Down"
"108",9215.727501,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,-17,"Down"
"109",9185.727501,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,-19,"Down"
"110",9171.727501,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,-29,"Down"
"111",9154.727501,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,-19,"Down"
"112",9135.727501,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,-26,"Down"
"113",9107.727501,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,99,"Down"
"114",9081.727501,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,-25,"Down"
"115",9464.719753,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,-32,"Up"
"116",9448.719753,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,-42,"Down"
"117",9579.679798,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,-5,"Up"
"118",9552.679798,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,155.6954366,"Down"
"119",9537.679798,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,-21,"Down"
"120",9522.679798,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,-23,"Down"
"121",9494.679798,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,-19,"Down"
"122",9608.996639,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,-31,"Up"
"123",9578.996639,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,-26,"Down"
"124",9566.996639,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,-22,"Down"
"125",9543.996639,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,-22,"Down"
"126",9515.996639,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,-20,"Down"
"127",9464.996639,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,-18,"Down"
"128",9428.996639,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,-30,"Down"
"129",9395.996639,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,-14,"Down"
"130",9375.996639,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,-17,"Down"
"131",9355.996639,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,-19,"Down"
"132",9501.750421,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,-28,"Up"
"133",9485.750421,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,-26,"Down"
"134",9474.750421,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,382.992252,"Down"
"135",9453.750421,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,-16,"Down"
"136",9445.750421,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,130.9600453,"Down"
"137",9442.750421,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,-27,"Down"
"138",9430.750421,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,-15,"Down"
"139",9403.750421,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,-15,"Down"
"140",9383.750421,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,-28,"Down"
"141",9363.750421,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,114.3168416,"Down"
"142",9546.750421,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,-30,"Up"
"143",9528.750421,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,-12,"Down"
"144",9517.750421,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,-23,"Down"
"145",9503.750421,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,-28,"Down"
"146",9644.076078,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,-51,"Up"
"147",9635.076078,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,-36,"Down"
"148",9613.076078,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,-33,"Down"
"149",9596.076078,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,-20,"Down"
"150",9766.639861,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,-20,"Up"
"151",9738.639861,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,145.7537812,"Down"
"152",9843.639861,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,-16,"Up"
"153",9824.639861,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,-11,"Down"
"154",9808.639861,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,-21,"Down"
"155",9789.639861,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,-8,"Down"
"156",9764.639861,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,-3,"Down"
"157",9748.639861,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,-12,"Down"
"158",9725.639861,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,-27,"Down"
"159",9705.639861,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,-20,"Down"
"160",9675.639861,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,-20,"Down"
"161",9655.639861,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,183,"Down"
"162",9631.639861,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,-18,"Down"
"163",9631.639861,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,-11,"Up"
"164",9599.639861,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,-14,"Down"
"165",9566.639861,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,140.325657,"Down"
"166",9517.639861,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,-9,"Down"
"167",9638.370532,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,-22,"Up"
"168",9623.370532,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,-17,"Down"
"169",9616.370532,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,170.5637836,"Down"
"170",9596.370532,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,-28,"Down"
"171",9571.370532,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,105,"Down"
"172",9552.370532,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,-19,"Down"
"173",9527.370532,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,-16,"Down"
"174",9502.370532,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,-19,"Down"
"175",9614.580162,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,-25,"Up"
"176",9593.580162,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,-16,"Down"
"177",9697.580162,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,-23,"Up"
"178",9818.417003,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,-20,"Up"
"179",9790.417003,-28,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,-30,"Down"
"180",9773.417003,-17,-28,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,-20,"Down"
"181",9756.417003,-17,-17,-28,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,-24,"Down"
"182",9739.417003,-17,-17,-17,-28,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,0,"Down"
"183",9722.417003,-17,-17,-17,-17,-28,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,-32,"Down"
"184",9685.417003,-37,-17,-17,-17,-17,-28,120.8368416,104,-21,112.2096298,-25,-25,-19,-25,-20,-7,-15,120.7306705,-49,-33,"Down"
