"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"42",9796,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,-5,-4,-2,-13,-8,-16,"Down"
"43",9796,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,-5,-4,-2,-13,-8,"Up"
"44",9795,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,-5,-4,-2,-13,"Down"
"45",9790,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,-5,-4,-2,"Down"
"46",9785,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,-5,-4,"Down"
"47",9773,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,-5,"Down"
"48",9772,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,-3,"Down"
"49",9769,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,-7,"Down"
"50",9767,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,-4,"Down"
"51",9760,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,-15,"Down"
"52",9755,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,-2,"Down"
"53",9753,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,-1,"Down"
"54",9747,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,-3,"Down"
"55",9743,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,-1,"Down"
"56",9736,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,-11,"Down"
"57",9733,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,0,"Down"
"58",9724,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,-6,"Down"
"59",9723,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,-12,"Down"
"60",9718,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,-2,"Down"
"61",9712,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,-1,"Down"
"62",9707,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,0,"Down"
"63",9707,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,-1,"Up"
"64",9705,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,-5,"Down"
"65",9702,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,-5,"Down"
"66",9692,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,-12,"Down"
"67",9688,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,-1,"Down"
"68",9679,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,-3,"Down"
"69",9671,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,-2,"Down"
"70",9665,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,-7,"Down"
"71",9662,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,-5,"Down"
"72",9660,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,-2,"Down"
"73",9658,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,-6,"Down"
"74",9650,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,-4,"Down"
"75",9642,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,-7,"Down"
"76",9642,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,-3,"Up"
"77",9636,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,-9,"Down"
"78",9628,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,-1,"Down"
"79",9616,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,-5,"Down"
"80",9611,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,-6,"Down"
"81",9602,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,-5,"Down"
"82",9598,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,0,"Down"
"83",9597,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,-2,"Down"
"84",9593,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,-3,"Down"
"85",9587,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,-10,"Down"
"86",9581,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,-4,"Down"
"87",9581,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,-9,"Up"
"88",9580,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,-8,"Down"
"89",9578,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,-6,"Down"
"90",9574,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,-3,"Down"
"91",9567,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,-2,"Down"
"92",9564,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,-2,"Down"
"93",9560,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,-8,"Down"
"94",9552,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,-8,"Down"
"95",9550,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,0,"Down"
"96",9536,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,-6,"Down"
"97",9530,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,-8,"Down"
"98",9528,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,-12,"Down"
"99",9528,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,-5,"Up"
"100",9524,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,-9,"Down"
"101",9516,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,-4,"Down"
"102",9515,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,-1,"Down"
"103",9511,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,-4,"Down"
"104",9505,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,-6,"Down"
"105",9493,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,-6,"Down"
"106",9490,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,0,"Down"
"107",9485,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,-1,"Down"
"108",9483,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,-2,"Down"
"109",9468,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,-4,"Down"
"110",9465,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,-7,"Down"
"111",9458,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,-3,"Down"
"112",9456,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,-4,"Down"
"113",9450,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,-8,"Down"
"114",9449,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,-2,"Down"
"115",9435,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,-14,"Down"
"116",9429,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,-6,"Down"
"117",9419,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,-2,"Down"
"118",9415,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,0,"Down"
"119",9414,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,-4,"Down"
"120",9412,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,-8,"Down"
"121",9405,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,-1,"Down"
"122",9403,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,-4,"Down"
"123",9393,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,-6,"Down"
"124",9392,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,-12,"Down"
"125",9390,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,-3,"Down"
"126",9379,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,-5,"Down"
"127",9367,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,-2,"Down"
"128",9364,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,-15,"Down"
"129",9356,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,-3,"Down"
"130",9349,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,-7,"Down"
"131",9345,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,-2,"Down"
"132",9343,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,-6,"Down"
"133",9337,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,-1,"Down"
"134",9334,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,-14,"Down"
"135",9330,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,-6,"Down"
"136",9329,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,-10,"Down"
"137",9328,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,-4,"Down"
"138",9321,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,-1,"Down"
"139",9319,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,-2,"Down"
"140",9312,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,-7,"Down"
"141",9308,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,-2,"Down"
"142",9303,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,-10,"Down"
"143",9303,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,-1,"Up"
"144",9302,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,-2,"Down"
"145",9300,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,-11,"Down"
"146",9294,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,-12,"Down"
"147",9291,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,-3,"Down"
"148",9291,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,-8,"Up"
"149",9288,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,-7,"Down"
"150",9280,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,-4,"Down"
"151",9277,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,-2,"Down"
"152",9273,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,-6,"Down"
"153",9273,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,-3,"Up"
"154",9269,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,-4,"Down"
"155",9265,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,-1,"Down"
"156",9258,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,-1,"Down"
"157",9252,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,-7,"Down"
"158",9244,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,-2,"Down"
"159",9242,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,-7,"Down"
"160",9233,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,-4,"Down"
"161",9230,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,-5,"Down"
"162",9225,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,0,"Down"
"163",9225,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,-1,"Up"
"164",9220,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,-2,"Down"
"165",9216,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,-6,"Down"
"166",9205,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,-3,"Down"
"167",9200,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,0,"Down"
"168",9198,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,-3,"Down"
"169",9195,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,-8,"Down"
"170",9188,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,-3,"Down"
"171",9184,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,-4,"Down"
"172",9178,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,0,"Down"
"173",9173,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,-4,"Down"
"174",9172,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,-4,"Down"
"175",9154,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,-7,"Down"
"176",9151,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,-6,"Down"
"177",9146,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,-8,"Down"
"178",9137,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,-2,"Down"
"179",9132,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,-9,"Down"
"180",9123,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,-3,"Down"
"181",9119,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,-5,"Down"
"182",9111,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,0,"Down"
"183",9100,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,-5,"Down"
"184",9098,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,-4,"Down"
"185",9096,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,-11,"Down"
"186",9094,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,-5,"Down"
"187",9087,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,-2,"Down"
"188",9082,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,-3,"Down"
"189",9078,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,-7,"Down"
"190",9074,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,-4,"Down"
"191",9074,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,-6,"Up"
"192",9069,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,-5,"Down"
"193",9066,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,-1,"Down"
"194",9064,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,-18,"Down"
"195",9063,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,-3,"Down"
"196",9059,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,-5,"Down"
"197",9058,-1,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,-9,"Down"
"198",9054,-4,-1,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,-5,"Down"
"199",9043,-11,-4,-1,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,-9,"Down"
"200",9042,-1,-11,-4,-1,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,-4,"Down"
"201",9038,-4,-1,-11,-4,-1,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,-8,"Down"
"202",9036,-2,-4,-1,-11,-4,-1,-4,-1,-2,-3,-5,0,-4,-4,-5,-7,-2,-2,-2,-11,"Down"
